epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,25.2705,1.00173,1.03097,1.05192,0.04333,0.60938,0.29858,0.19207,1.34541,2.88871,1.01069,0.000633282,0.000633282,0.000633282
21,26.301,1.062,0.87465,0.90577,0.6622,0.26562,0.34392,0.21827,1.42642,2.81818,1.03776,0.00065764,0.00065764,0.00065764
22,27.2841,1.21597,0.91142,0.98425,0.6622,0.26562,0.34392,0.21827,1.42642,2.81818,1.03776,0.000681206,0.000681206,0.000681206
23,28.3173,1.35148,2.08005,1.0821,0.6622,0.26562,0.34392,0.21827,1.42642,2.81818,1.03776,0.00070398,0.00070398,0.00070398
24,29.3474,1.10446,1.10641,1.04052,0.6622,0.26562,0.34392,0.21827,1.42642,2.81818,1.03776,0.000725962,0.000725962,0.000725962
25,30.4227,1.29679,1.01116,1.03168,0.75836,0.34328,0.38666,0.25518,1.36765,2.7197,1.01479,0.000747152,0.000747152,0.000747152
26,31.4327,1.34714,1.33075,1.29754,0.75836,0.34328,0.38666,0.25518,1.36765,2.7197,1.01479,0.00076755,0.00076755,0.00076755
27,32.4332,1.30878,1.17672,1.24451,0.75836,0.34328,0.38666,0.25518,1.36765,2.7197,1.01479,0.000787156,0.000787156,0.000787156
28,33.4477,1.11818,0.94781,0.96837,0.75836,0.34328,0.38666,0.25518,1.36765,2.7197,1.01479,0.00080597,0.00080597,0.00080597
29,34.462,1.03573,2.38397,1.13036,0.75836,0.34328,0.38666,0.25518,1.36765,2.7197,1.01479,0.000823992,0.000823992,0.000823992
30,35.4726,0.95821,1.00782,0.96718,0.73185,0.39062,0.45081,0.29924,1.37839,2.58875,1.02691,0.000841222,0.000841222,0.000841222
31,36.4628,1.08389,0.92065,1.05161,0.73185,0.39062,0.45081,0.29924,1.37839,2.58875,1.02691,0.00085766,0.00085766,0.00085766
32,37.48,1.10065,1.02287,1.07176,0.73185,0.39062,0.45081,0.29924,1.37839,2.58875,1.02691,0.000873306,0.000873306,0.000873306
33,38.5197,1.28586,1.15608,0.98854,0.73185,0.39062,0.45081,0.29924,1.37839,2.58875,1.02691,0.00088816,0.00088816,0.00088816
34,39.4755,1.258,1.18047,0.96323,0.73185,0.39062,0.45081,0.29924,1.37839,2.58875,1.02691,0.000902222,0.000902222,0.000902222
35,40.5007,1.0782,0.94308,0.93732,0.73185,0.39062,0.45081,0.29924,1.37839,2.58875,1.02691,0.000915492,0.000915492,0.000915492
36,41.505,1.27582,1.18423,1.1353,0.78094,0.44571,0.62251,0.44213,1.18445,2.29078,0.97328,0.00092797,0.00092797,0.00092797
37,42.5255,1.10129,1.0489,1.02995,0.78094,0.44571,0.62251,0.44213,1.18445,2.29078,0.97328,0.000939656,0.000939656,0.000939656
38,43.506,1.08129,0.9723,0.98405,0.78094,0.44571,0.62251,0.44213,1.18445,2.29078,0.97328,0.00095055,0.00095055,0.00095055
39,44.5294,1.12069,1.20284,1.02868,0.78094,0.44571,0.62251,0.44213,1.18445,2.29078,0.97328,0.000960652,0.000960652,0.000960652
40,45.5156,0.97278,0.97186,1.03198,0.78094,0.44571,0.62251,0.44213,1.18445,2.29078,0.97328,0.000969962,0.000969962,0.000969962
41,46.5307,1.06788,0.99183,0.91544,0.78094,0.44571,0.62251,0.44213,1.18445,2.29078,0.97328,0.00097848,0.00097848,0.00097848
42,47.5625,0.95333,0.84629,0.95508,0.78094,0.44571,0.62251,0.44213,1.18445,2.29078,0.97328,0.000986206,0.000986206,0.000986206
43,48.5833,1.19314,1.28496,1.05082,0.79533,0.72868,0.65304,0.44134,1.16863,1.82543,0.99251,0.00099314,0.00099314,0.00099314
44,49.6075,0.98362,0.86558,0.93723,0.79533,0.72868,0.65304,0.44134,1.16863,1.82543,0.99251,0.000999282,0.000999282,0.000999282
45,50.5772,0.99748,1.11427,1.0339,0.79533,0.72868,0.65304,0.44134,1.16863,1.82543,0.99251,0.00100463,0.00100463,0.00100463
46,51.5943,1.13233,1.03378,1.01196,0.79533,0.72868,0.65304,0.44134,1.16863,1.82543,0.99251,0.00100919,0.00100919,0.00100919
47,52.5599,1.0955,0.98058,0.94631,0.79533,0.72868,0.65304,0.44134,1.16863,1.82543,0.99251,0.00101296,0.00101296,0.00101296
48,53.5354,1.00899,1.07046,0.92662,0.79533,0.72868,0.65304,0.44134,1.16863,1.82543,0.99251,0.00101593,0.00101593,0.00101593
49,54.5987,1.00977,0.87008,0.90049,0.79533,0.72868,0.65304,0.44134,1.16863,1.82543,0.99251,0.00101811,0.00101811,0.00101811
50,55.6157,1.06334,1.05316,1.05098,0.79533,0.72868,0.65304,0.44134,1.16863,1.82543,0.99251,0.0010195,0.0010195,0.0010195
51,56.6915,1.07286,1.07191,1.07491,0.80795,0.79688,0.66953,0.47314,1.12636,1.54516,0.98702,0.00101,0.00101,0.00101
52,57.8107,0.93544,0.83289,0.92854,0.80795,0.79688,0.66953,0.47314,1.12636,1.54516,0.98702,0.0009902,0.0009902,0.0009902
53,58.8909,0.92355,0.90322,0.96549,0.80795,0.79688,0.66953,0.47314,1.12636,1.54516,0.98702,0.0009704,0.0009704,0.0009704
54,59.9201,0.93948,0.77287,0.94011,0.80795,0.79688,0.66953,0.47314,1.12636,1.54516,0.98702,0.0009506,0.0009506,0.0009506
55,60.9124,0.91204,0.77725,0.95766,0.80795,0.79688,0.66953,0.47314,1.12636,1.54516,0.98702,0.0009308,0.0009308,0.0009308
56,61.8735,1.09853,1.06098,1.08547,0.80795,0.79688,0.66953,0.47314,1.12636,1.54516,0.98702,0.000911,0.000911,0.000911
57,62.8977,0.98844,0.87268,1.02015,0.80795,0.79688,0.66953,0.47314,1.12636,1.54516,0.98702,0.0008912,0.0008912,0.0008912
58,63.9195,1.01104,0.85757,0.92431,0.80795,0.79688,0.66953,0.47314,1.12636,1.54516,0.98702,0.0008714,0.0008714,0.0008714
59,64.9376,1.01145,1.20637,1.06357,0.79164,0.78125,0.66143,0.44714,1.1579,1.52798,0.98117,0.0008516,0.0008516,0.0008516
60,65.9168,0.99056,0.86377,0.95364,0.79164,0.78125,0.66143,0.44714,1.1579,1.52798,0.98117,0.0008318,0.0008318,0.0008318
61,67.0475,0.93373,0.81153,0.93361,0.79164,0.78125,0.66143,0.44714,1.1579,1.52798,0.98117,0.000812,0.000812,0.000812
62,68.3983,1.08318,1.0786,1.04544,0.79164,0.78125,0.66143,0.44714,1.1579,1.52798,0.98117,0.0007922,0.0007922,0.0007922
63,69.5713,0.90711,0.81097,0.96292,0.79164,0.78125,0.66143,0.44714,1.1579,1.52798,0.98117,0.0007724,0.0007724,0.0007724
64,70.5744,1.03637,0.91524,1.05712,0.79164,0.78125,0.66143,0.44714,1.1579,1.52798,0.98117,0.0007526,0.0007526,0.0007526
65,71.7501,0.96008,0.77255,0.96754,0.79164,0.78125,0.66143,0.44714,1.1579,1.52798,0.98117,0.0007328,0.0007328,0.0007328
66,73.1159,0.92172,0.80835,0.99571,0.79164,0.78125,0.66143,0.44714,1.1579,1.52798,0.98117,0.000713,0.000713,0.000713
67,74.3587,1.04451,0.88761,0.95442,0.79024,0.76527,0.71033,0.50109,1.09628,1.60278,0.97061,0.0006932,0.0006932,0.0006932
68,75.5033,0.91221,0.79104,1.02676,0.79024,0.76527,0.71033,0.50109,1.09628,1.60278,0.97061,0.0006734,0.0006734,0.0006734
69,76.772,0.90061,0.80902,1.00698,0.79024,0.76527,0.71033,0.50109,1.09628,1.60278,0.97061,0.0006536,0.0006536,0.0006536
70,78.0718,1.00354,0.84093,0.90651,0.79024,0.76527,0.71033,0.50109,1.09628,1.60278,0.97061,0.0006338,0.0006338,0.0006338
71,79.3985,0.86921,0.78966,0.92793,0.79024,0.76527,0.71033,0.50109,1.09628,1.60278,0.97061,0.000614,0.000614,0.000614
72,80.6307,0.97334,0.82321,1.0281,0.79024,0.76527,0.71033,0.50109,1.09628,1.60278,0.97061,0.0005942,0.0005942,0.0005942
73,81.8392,0.93078,0.80769,1.01554,0.79024,0.76527,0.71033,0.50109,1.09628,1.60278,0.97061,0.0005744,0.0005744,0.0005744
74,82.9975,0.98135,0.85916,1.01094,0.79024,0.76527,0.71033,0.50109,1.09628,1.60278,0.97061,0.0005546,0.0005546,0.0005546
75,84.4218,0.84164,0.77909,0.93989,0.79406,0.78324,0.72714,0.53448,1.03466,1.47022,0.9577,0.0005348,0.0005348,0.0005348
76,85.589,0.79687,0.73037,0.8779,0.79406,0.78324,0.72714,0.53448,1.03466,1.47022,0.9577,0.000515,0.000515,0.000515
77,87.0389,0.80649,0.73063,0.94693,0.79406,0.78324,0.72714,0.53448,1.03466,1.47022,0.9577,0.0004952,0.0004952,0.0004952
78,88.4107,0.76686,0.74454,0.91752,0.79406,0.78324,0.72714,0.53448,1.03466,1.47022,0.9577,0.0004754,0.0004754,0.0004754
79,89.6584,0.9704,0.80745,0.96249,0.79406,0.78324,0.72714,0.53448,1.03466,1.47022,0.9577,0.0004556,0.0004556,0.0004556
80,90.9504,0.92977,0.87178,0.86622,0.79406,0.78324,0.72714,0.53448,1.03466,1.47022,0.9577,0.0004358,0.0004358,0.0004358
81,92.1745,0.87745,0.74416,0.93533,0.79406,0.78324,0.72714,0.53448,1.03466,1.47022,0.9577,0.000416,0.000416,0.000416
82,93.296,0.81256,0.73524,0.94317,0.79406,0.78324,0.72714,0.53448,1.03466,1.47022,0.9577,0.0003962,0.0003962,0.0003962
83,94.4958,1.05285,0.90774,1.13994,0.79451,0.78543,0.71655,0.52911,1.03403,1.36308,0.95416,0.0003764,0.0003764,0.0003764
84,95.6458,0.81422,0.84406,0.96588,0.79451,0.78543,0.71655,0.52911,1.03403,1.36308,0.95416,0.0003566,0.0003566,0.0003566
85,96.8552,0.85006,0.98934,0.8997,0.79451,0.78543,0.71655,0.52911,1.03403,1.36308,0.95416,0.0003368,0.0003368,0.0003368
86,97.8692,0.90317,0.70528,0.98837,0.79451,0.78543,0.71655,0.52911,1.03403,1.36308,0.95416,0.000317,0.000317,0.000317
87,99.0767,0.7163,1.3826,0.95058,0.79451,0.78543,0.71655,0.52911,1.03403,1.36308,0.95416,0.0002972,0.0002972,0.0002972
88,100.264,0.82562,0.82602,0.91812,0.79451,0.78543,0.71655,0.52911,1.03403,1.36308,0.95416,0.0002774,0.0002774,0.0002774
89,101.562,0.81532,0.70986,0.88289,0.79451,0.78543,0.71655,0.52911,1.03403,1.36308,0.95416,0.0002576,0.0002576,0.0002576
90,102.842,0.9529,0.8807,1.16158,0.79451,0.78543,0.71655,0.52911,1.03403,1.36308,0.95416,0.0002378,0.0002378,0.0002378
91,104.037,0.86853,0.79685,0.95981,0.79611,0.79319,0.70311,0.51288,1.06337,1.32904,0.9629,0.000218,0.000218,0.000218
92,105.177,0.81989,0.80618,1.00451,0.79611,0.79319,0.70311,0.51288,1.06337,1.32904,0.9629,0.0001982,0.0001982,0.0001982
93,106.424,0.75593,0.84571,0.87779,0.79611,0.79319,0.70311,0.51288,1.06337,1.32904,0.9629,0.0001784,0.0001784,0.0001784
94,107.533,0.80453,0.73118,0.8984,0.79611,0.79319,0.70311,0.51288,1.06337,1.32904,0.9629,0.0001586,0.0001586,0.0001586
95,108.684,0.82944,0.74406,0.95162,0.79611,0.79319,0.70311,0.51288,1.06337,1.32904,0.9629,0.0001388,0.0001388,0.0001388
96,109.88,0.79623,0.69228,0.94391,0.79611,0.79319,0.70311,0.51288,1.06337,1.32904,0.9629,0.000119,0.000119,0.000119
97,111.128,0.78572,0.85591,0.94327,0.79611,0.79319,0.70311,0.51288,1.06337,1.32904,0.9629,9.92e-05,9.92e-05,9.92e-05
98,112.323,0.8044,0.70557,0.91833,0.79611,0.79319,0.70311,0.51288,1.06337,1.32904,0.9629,7.94e-05,7.94e-05,7.94e-05
99,113.565,0.73162,0.68589,0.91127,0.79049,0.79688,0.70549,0.51371,1.07477,1.30516,0.96693,5.96e-05,5.96e-05,5.96e-05
100,114.883,0.79021,0.71339,0.88183,0.79049,0.79688,0.70549,0.51371,1.07477,1.30516,0.96693,3.98e-05,3.98e-05,3.98e-05
