epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,30.0955,1.30878,1.17672,1.24451,0.75836,0.34328,0.38666,0.25518,1.36765,2.7197,1.01479,0.000787156,0.000787156,0.000787156
28,31.1513,1.11818,0.94781,0.96837,0.75836,0.34328,0.38666,0.25518,1.36765,2.7197,1.01479,0.00080597,0.00080597,0.00080597
29,32.2111,1.03573,2.38397,1.13036,0.75836,0.34328,0.38666,0.25518,1.36765,2.7197,1.01479,0.000823992,0.000823992,0.000823992
30,33.2842,0.95821,1.00782,0.96718,0.73185,0.39062,0.45081,0.29924,1.37839,2.58875,1.02691,0.000841222,0.000841222,0.000841222
31,34.3777,1.08389,0.92065,1.05161,0.73185,0.39062,0.45081,0.29924,1.37839,2.58875,1.02691,0.00085766,0.00085766,0.00085766
32,35.4552,1.10065,1.02287,1.07176,0.73185,0.39062,0.45081,0.29924,1.37839,2.58875,1.02691,0.000873306,0.000873306,0.000873306
33,36.5942,1.28586,1.15608,0.98854,0.73185,0.39062,0.45081,0.29924,1.37839,2.58875,1.02691,0.00088816,0.00088816,0.00088816
34,37.5927,1.258,1.18047,0.96323,0.73185,0.39062,0.45081,0.29924,1.37839,2.58875,1.02691,0.000902222,0.000902222,0.000902222
35,38.6645,1.0782,0.94308,0.93732,0.73185,0.39062,0.45081,0.29924,1.37839,2.58875,1.02691,0.000915492,0.000915492,0.000915492
36,39.6652,1.27582,1.18423,1.1353,0.78094,0.44571,0.62251,0.44213,1.18445,2.29078,0.97328,0.00092797,0.00092797,0.00092797
37,40.6746,1.10129,1.0489,1.02995,0.78094,0.44571,0.62251,0.44213,1.18445,2.29078,0.97328,0.000939656,0.000939656,0.000939656
38,41.6823,1.08129,0.9723,0.98405,0.78094,0.44571,0.62251,0.44213,1.18445,2.29078,0.97328,0.00095055,0.00095055,0.00095055
39,43.0999,1.12069,1.20284,1.02868,0.78094,0.44571,0.62251,0.44213,1.18445,2.29078,0.97328,0.000960652,0.000960652,0.000960652
40,44.4451,0.97278,0.97186,1.03198,0.78094,0.44571,0.62251,0.44213,1.18445,2.29078,0.97328,0.000969962,0.000969962,0.000969962
41,45.779,1.06788,0.99183,0.91544,0.78094,0.44571,0.62251,0.44213,1.18445,2.29078,0.97328,0.00097848,0.00097848,0.00097848
42,47.0579,0.95333,0.84629,0.95508,0.78094,0.44571,0.62251,0.44213,1.18445,2.29078,0.97328,0.000986206,0.000986206,0.000986206
43,48.305,1.19314,1.28496,1.05082,0.79533,0.72868,0.65304,0.44134,1.16863,1.82543,0.99251,0.00099314,0.00099314,0.00099314
44,49.5525,0.98362,0.86558,0.93723,0.79533,0.72868,0.65304,0.44134,1.16863,1.82543,0.99251,0.000999282,0.000999282,0.000999282
45,50.7349,0.99748,1.11427,1.0339,0.79533,0.72868,0.65304,0.44134,1.16863,1.82543,0.99251,0.00100463,0.00100463,0.00100463
46,51.9323,1.13233,1.03378,1.01196,0.79533,0.72868,0.65304,0.44134,1.16863,1.82543,0.99251,0.00100919,0.00100919,0.00100919
47,53.0486,1.0955,0.98058,0.94631,0.79533,0.72868,0.65304,0.44134,1.16863,1.82543,0.99251,0.00101296,0.00101296,0.00101296
48,54.2305,1.00899,1.07046,0.92662,0.79533,0.72868,0.65304,0.44134,1.16863,1.82543,0.99251,0.00101593,0.00101593,0.00101593
49,55.5144,1.00977,0.87008,0.90049,0.79533,0.72868,0.65304,0.44134,1.16863,1.82543,0.99251,0.00101811,0.00101811,0.00101811
50,56.8663,1.06334,1.05316,1.05098,0.79533,0.72868,0.65304,0.44134,1.16863,1.82543,0.99251,0.0010195,0.0010195,0.0010195
51,58.1891,1.07286,1.07191,1.07491,0.80795,0.79688,0.66953,0.47314,1.12636,1.54516,0.98702,0.00101,0.00101,0.00101
52,59.2175,0.93544,0.83289,0.92854,0.80795,0.79688,0.66953,0.47314,1.12636,1.54516,0.98702,0.0009902,0.0009902,0.0009902
53,60.3349,0.92355,0.90322,0.96549,0.80795,0.79688,0.66953,0.47314,1.12636,1.54516,0.98702,0.0009704,0.0009704,0.0009704
54,61.7615,0.93948,0.77287,0.94011,0.80795,0.79688,0.66953,0.47314,1.12636,1.54516,0.98702,0.0009506,0.0009506,0.0009506
55,63.342,0.91204,0.77725,0.95766,0.80795,0.79688,0.66953,0.47314,1.12636,1.54516,0.98702,0.0009308,0.0009308,0.0009308
56,64.6413,1.09853,1.06098,1.08547,0.80795,0.79688,0.66953,0.47314,1.12636,1.54516,0.98702,0.000911,0.000911,0.000911
57,66.1194,0.98844,0.87268,1.02015,0.80795,0.79688,0.66953,0.47314,1.12636,1.54516,0.98702,0.0008912,0.0008912,0.0008912
58,67.3413,1.01104,0.85757,0.92431,0.80795,0.79688,0.66953,0.47314,1.12636,1.54516,0.98702,0.0008714,0.0008714,0.0008714
59,68.5856,1.01145,1.20637,1.06357,0.79164,0.78125,0.66143,0.44714,1.1579,1.52798,0.98117,0.0008516,0.0008516,0.0008516
60,69.7575,0.99056,0.86377,0.95364,0.79164,0.78125,0.66143,0.44714,1.1579,1.52798,0.98117,0.0008318,0.0008318,0.0008318
61,71.0274,0.93373,0.81153,0.93361,0.79164,0.78125,0.66143,0.44714,1.1579,1.52798,0.98117,0.000812,0.000812,0.000812
62,72.1091,1.08318,1.0786,1.04544,0.79164,0.78125,0.66143,0.44714,1.1579,1.52798,0.98117,0.0007922,0.0007922,0.0007922
63,73.2078,0.90711,0.81097,0.96292,0.79164,0.78125,0.66143,0.44714,1.1579,1.52798,0.98117,0.0007724,0.0007724,0.0007724
64,74.5239,1.03637,0.91524,1.05712,0.79164,0.78125,0.66143,0.44714,1.1579,1.52798,0.98117,0.0007526,0.0007526,0.0007526
65,75.5895,0.96008,0.77255,0.96754,0.79164,0.78125,0.66143,0.44714,1.1579,1.52798,0.98117,0.0007328,0.0007328,0.0007328
66,76.7477,0.92172,0.80835,0.99571,0.79164,0.78125,0.66143,0.44714,1.1579,1.52798,0.98117,0.000713,0.000713,0.000713
67,77.9731,1.04451,0.88761,0.95442,0.79024,0.76527,0.71033,0.50109,1.09628,1.60278,0.97061,0.0006932,0.0006932,0.0006932
68,79.1513,0.91221,0.79104,1.02676,0.79024,0.76527,0.71033,0.50109,1.09628,1.60278,0.97061,0.0006734,0.0006734,0.0006734
69,80.2087,0.90061,0.80902,1.00698,0.79024,0.76527,0.71033,0.50109,1.09628,1.60278,0.97061,0.0006536,0.0006536,0.0006536
70,81.3575,1.00354,0.84093,0.90651,0.79024,0.76527,0.71033,0.50109,1.09628,1.60278,0.97061,0.0006338,0.0006338,0.0006338
71,82.4833,0.86921,0.78966,0.92793,0.79024,0.76527,0.71033,0.50109,1.09628,1.60278,0.97061,0.000614,0.000614,0.000614
72,83.6584,0.97334,0.82321,1.0281,0.79024,0.76527,0.71033,0.50109,1.09628,1.60278,0.97061,0.0005942,0.0005942,0.0005942
73,84.8501,0.93078,0.80769,1.01554,0.79024,0.76527,0.71033,0.50109,1.09628,1.60278,0.97061,0.0005744,0.0005744,0.0005744
74,86.0217,0.98135,0.85916,1.01094,0.79024,0.76527,0.71033,0.50109,1.09628,1.60278,0.97061,0.0005546,0.0005546,0.0005546
75,87.3213,0.84164,0.77909,0.93989,0.79406,0.78324,0.72714,0.53448,1.03466,1.47022,0.9577,0.0005348,0.0005348,0.0005348
76,88.4557,0.79687,0.73037,0.8779,0.79406,0.78324,0.72714,0.53448,1.03466,1.47022,0.9577,0.000515,0.000515,0.000515
77,89.5686,0.80649,0.73063,0.94693,0.79406,0.78324,0.72714,0.53448,1.03466,1.47022,0.9577,0.0004952,0.0004952,0.0004952
78,90.6692,0.76686,0.74454,0.91752,0.79406,0.78324,0.72714,0.53448,1.03466,1.47022,0.9577,0.0004754,0.0004754,0.0004754
79,91.9363,0.9704,0.80745,0.96249,0.79406,0.78324,0.72714,0.53448,1.03466,1.47022,0.9577,0.0004556,0.0004556,0.0004556
80,93.1251,0.92977,0.87178,0.86622,0.79406,0.78324,0.72714,0.53448,1.03466,1.47022,0.9577,0.0004358,0.0004358,0.0004358
81,94.2761,0.87745,0.74416,0.93533,0.79406,0.78324,0.72714,0.53448,1.03466,1.47022,0.9577,0.000416,0.000416,0.000416
82,95.4562,0.81256,0.73524,0.94317,0.79406,0.78324,0.72714,0.53448,1.03466,1.47022,0.9577,0.0003962,0.0003962,0.0003962
83,96.5884,1.05285,0.90774,1.13994,0.79451,0.78543,0.71655,0.52911,1.03403,1.36308,0.95416,0.0003764,0.0003764,0.0003764
84,97.7296,0.81422,0.84406,0.96588,0.79451,0.78543,0.71655,0.52911,1.03403,1.36308,0.95416,0.0003566,0.0003566,0.0003566
85,98.9048,0.85006,0.98934,0.8997,0.79451,0.78543,0.71655,0.52911,1.03403,1.36308,0.95416,0.0003368,0.0003368,0.0003368
86,99.9541,0.90317,0.70528,0.98837,0.79451,0.78543,0.71655,0.52911,1.03403,1.36308,0.95416,0.000317,0.000317,0.000317
87,101.088,0.7163,1.3826,0.95058,0.79451,0.78543,0.71655,0.52911,1.03403,1.36308,0.95416,0.0002972,0.0002972,0.0002972
88,102.32,0.82562,0.82602,0.91812,0.79451,0.78543,0.71655,0.52911,1.03403,1.36308,0.95416,0.0002774,0.0002774,0.0002774
89,103.515,0.81532,0.70986,0.88289,0.79451,0.78543,0.71655,0.52911,1.03403,1.36308,0.95416,0.0002576,0.0002576,0.0002576
90,104.641,0.9529,0.8807,1.16158,0.79451,0.78543,0.71655,0.52911,1.03403,1.36308,0.95416,0.0002378,0.0002378,0.0002378
91,105.842,0.86853,0.79685,0.95981,0.79611,0.79319,0.70311,0.51288,1.06337,1.32904,0.9629,0.000218,0.000218,0.000218
92,107.059,0.81989,0.80618,1.00451,0.79611,0.79319,0.70311,0.51288,1.06337,1.32904,0.9629,0.0001982,0.0001982,0.0001982
93,108.415,0.75593,0.84571,0.87779,0.79611,0.79319,0.70311,0.51288,1.06337,1.32904,0.9629,0.0001784,0.0001784,0.0001784
94,109.698,0.80453,0.73118,0.8984,0.79611,0.79319,0.70311,0.51288,1.06337,1.32904,0.9629,0.0001586,0.0001586,0.0001586
95,111.004,0.82944,0.74406,0.95162,0.79611,0.79319,0.70311,0.51288,1.06337,1.32904,0.9629,0.0001388,0.0001388,0.0001388
96,112.349,0.79623,0.69228,0.94391,0.79611,0.79319,0.70311,0.51288,1.06337,1.32904,0.9629,0.000119,0.000119,0.000119
97,113.698,0.78572,0.85591,0.94327,0.79611,0.79319,0.70311,0.51288,1.06337,1.32904,0.9629,9.92e-05,9.92e-05,9.92e-05
98,115.046,0.8044,0.70557,0.91833,0.79611,0.79319,0.70311,0.51288,1.06337,1.32904,0.9629,7.94e-05,7.94e-05,7.94e-05
99,116.443,0.73162,0.68589,0.91127,0.79049,0.79688,0.70549,0.51371,1.07477,1.30516,0.96693,5.96e-05,5.96e-05,5.96e-05
100,117.735,0.79021,0.71339,0.88183,0.79049,0.79688,0.70549,0.51371,1.07477,1.30516,0.96693,3.98e-05,3.98e-05,3.98e-05
