epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,22.134,1.00587,0.99238,1.05105,0,0,0,0,0,5.05687,0,0.00065764,0.00065764,0.00065764
22,23.0536,1.15138,1.10141,1.06989,0,0,0,0,0,5.05687,0,0.000681206,0.000681206,0.000681206
23,24.0235,1.15525,1.10984,1.05641,0,0,0,0,0,5.05687,0,0.00070398,0.00070398,0.00070398
24,25.0805,1.35909,1.58638,1.14674,0,0,0,0,0,5.05687,0,0.000725962,0.000725962,0.000725962
25,26.5341,1.28851,1.43446,1.15302,0,0,0,0,0,4.86448,0,0.000747152,0.000747152,0.000747152
26,27.9577,0.93845,1.27432,1.02733,0,0,0,0,0,4.86448,0,0.00076755,0.00076755,0.00076755
27,29.426,1.07604,1.09821,1.01462,0,0,0,0,0,4.86448,0,0.000787156,0.000787156,0.000787156
28,30.4828,0.64797,29.1294,0.46876,0,0,0,0,0,4.86448,0,0.00080597,0.00080597,0.00080597
29,31.4394,1.12894,1.1295,0.99153,0,0,0,0,0,4.86448,0,0.000823992,0.000823992,0.000823992
30,32.5153,1.13362,1.29856,1.07842,0,0,0,0,0,4.71775,0,0.000841222,0.000841222,0.000841222
31,33.5258,1.00452,3.25516,1.07469,0,0,0,0,0,4.71775,0,0.00085766,0.00085766,0.00085766
32,34.4963,1.20249,2.3407,0.93046,0,0,0,0,0,4.71775,0,0.000873306,0.000873306,0.000873306
33,35.5761,1.27496,1.72724,1.08207,0,0,0,0,0,4.71775,0,0.00088816,0.00088816,0.00088816
34,36.5659,1.08892,1.49931,1.22781,0,0,0,0,0,4.71775,0,0.000902222,0.000902222,0.000902222
35,37.497,1.24087,1.91957,1.13879,0,0,0,0,0,4.71775,0,0.000915492,0.000915492,0.000915492
36,38.6006,1.03982,1.21787,1.04974,0,0,0,0,0,4.65428,0,0.00092797,0.00092797,0.00092797
37,39.5965,1.06357,1.7157,1.08787,0,0,0,0,0,4.65428,0,0.000939656,0.000939656,0.000939656
38,40.5434,0.78225,2.78106,0.84791,0,0,0,0,0,4.65428,0,0.00095055,0.00095055,0.00095055
39,41.5648,1.2304,1.90189,1.05858,0,0,0,0,0,4.65428,0,0.000960652,0.000960652,0.000960652
40,42.556,1.09301,1.49351,1.10484,0,0,0,0,0,4.65428,0,0.000969962,0.000969962,0.000969962
41,43.5804,1.00457,1.68357,1.04077,0,0,0,0,0,4.65428,0,0.00097848,0.00097848,0.00097848
42,44.5868,1.14998,2.05569,0.94188,0,0,0,0,0,4.65428,0,0.000986206,0.000986206,0.000986206
43,45.6102,1.19962,1.86775,1.0799,0,0,0,0,0,4.87864,0,0.00099314,0.00099314,0.00099314
44,46.5373,1.10302,1.53881,0.98416,0,0,0,0,0,4.87864,0,0.000999282,0.000999282,0.000999282
45,47.5027,1.14341,1.65372,1.05919,0,0,0,0,0,4.87864,0,0.00100463,0.00100463,0.00100463
46,48.4717,1.27869,1.91973,1.05782,0,0,0,0,0,4.87864,0,0.00100919,0.00100919,0.00100919
47,49.3893,1.0502,1.7427,1.18336,0,0,0,0,0,4.87864,0,0.00101296,0.00101296,0.00101296
48,50.3652,1.05059,1.55006,0.98913,0,0,0,0,0,4.87864,0,0.00101593,0.00101593,0.00101593
49,51.5916,1.08944,1.55053,0.95009,0,0,0,0,0,4.87864,0,0.00101811,0.00101811,0.00101811
50,52.6327,1.1005,1.27607,0.88036,0,0,0,0,0,4.87864,0,0.0010195,0.0010195,0.0010195
51,53.6204,1.32775,1.67931,1.07049,0,0,0,0,0,6.75994,0,0.00101,0.00101,0.00101
52,54.6117,0.97133,1.37221,1.05534,0,0,0,0,0,6.75994,0,0.0009902,0.0009902,0.0009902
53,55.5604,0.94045,1.44159,0.98942,0,0,0,0,0,6.75994,0,0.0009704,0.0009704,0.0009704
54,56.559,0.9513,1.28027,0.97259,0,0,0,0,0,6.75994,0,0.0009506,0.0009506,0.0009506
55,57.557,1.05422,1.36165,1.09556,0,0,0,0,0,6.75994,0,0.0009308,0.0009308,0.0009308
56,58.6751,1.01025,1.24042,1.04488,0,0,0,0,0,6.75994,0,0.000911,0.000911,0.000911
57,59.754,0.9019,1.16793,0.95076,0,0,0,0,0,6.75994,0,0.0008912,0.0008912,0.0008912
58,60.8118,1.14045,1.22395,1.07507,0,0,0,0,0,6.75994,0,0.0008714,0.0008714,0.0008714
59,61.8982,0.96848,1.19082,0.98871,0,0,0,0,0,16.5847,0,0.0008516,0.0008516,0.0008516
60,62.9068,0.89429,1.10301,1.01716,0,0,0,0,0,16.5847,0,0.0008318,0.0008318,0.0008318
61,64.0968,1.14173,1.40921,1.17264,0,0,0,0,0,16.5847,0,0.000812,0.000812,0.000812
62,65.0241,0.50359,17.9017,0.49265,0,0,0,0,0,16.5847,0,0.0007922,0.0007922,0.0007922
63,65.9087,0.99688,1.56769,0.96317,0,0,0,0,0,16.5847,0,0.0007724,0.0007724,0.0007724
64,66.8922,1.02666,1.03923,1.01439,0,0,0,0,0,16.5847,0,0.0007526,0.0007526,0.0007526
65,67.8496,0.92176,1.42803,0.9419,0,0,0,0,0,16.5847,0,0.0007328,0.0007328,0.0007328
66,68.9576,0.53472,28.156,0.54853,0,0,0,0,0,16.5847,0,0.000713,0.000713,0.000713
67,70.0262,1.13403,1.27361,1.12831,0,0,0,0,0,15.6531,0,0.0006932,0.0006932,0.0006932
68,71.0618,1.14777,1.20483,1.08337,0,0,0,0,0,15.6531,0,0.0006734,0.0006734,0.0006734
69,71.989,1.14032,1.98892,1.13423,0,0,0,0,0,15.6531,0,0.0006536,0.0006536,0.0006536
70,73.5015,1.27163,1.38582,0.9811,0,0,0,0,0,15.6531,0,0.0006338,0.0006338,0.0006338
71,74.9833,1.1153,1.04121,0.97084,0,0,0,0,0,15.6531,0,0.000614,0.000614,0.000614
72,76.4356,1.0695,1.08913,0.95343,0,0,0,0,0,15.6531,0,0.0005942,0.0005942,0.0005942
73,77.7283,1.04545,2.42295,1.08605,0,0,0,0,0,15.6531,0,0.0005744,0.0005744,0.0005744
74,79.1467,1.41314,1.98934,1.1286,0,0,0,0,0,15.6531,0,0.0005546,0.0005546,0.0005546
75,80.6468,1.22441,1.0886,1.04134,0,0,0,0,0,14.5204,0,0.0005348,0.0005348,0.0005348
76,82.0428,1.01401,1.30327,1.02191,0,0,0,0,0,14.5204,0,0.000515,0.000515,0.000515
77,83.4358,1.00982,1.30858,1.05847,0,0,0,0,0,14.5204,0,0.0004952,0.0004952,0.0004952
78,84.8173,1.08806,0.9795,1.09907,0,0,0,0,0,14.5204,0,0.0004754,0.0004754,0.0004754
79,86.0914,1.03385,1.07728,0.98311,0,0,0,0,0,14.5204,0,0.0004556,0.0004556,0.0004556
80,87.5292,1.07435,1.1295,1.0102,0,0,0,0,0,14.5204,0,0.0004358,0.0004358,0.0004358
81,88.9729,1.00454,0.97432,0.92863,0,0,0,0,0,14.5204,0,0.000416,0.000416,0.000416
82,90.2485,1.02742,1.21879,0.93795,0,0,0,0,0,14.5204,0,0.0003962,0.0003962,0.0003962
83,91.6593,0.90454,2.3428,1.06851,0,0,0,0,0,13.3002,0,0.0003764,0.0003764,0.0003764
84,92.9641,0.93649,1.11953,0.98941,0,0,0,0,0,13.3002,0,0.0003566,0.0003566,0.0003566
85,94.327,0.94202,1.10477,0.9674,0,0,0,0,0,13.3002,0,0.0003368,0.0003368,0.0003368
86,95.7473,1.0522,1.10904,0.92961,0,0,0,0,0,13.3002,0,0.000317,0.000317,0.000317
87,97.2794,1.05422,1.07334,0.88267,0,0,0,0,0,13.3002,0,0.0002972,0.0002972,0.0002972
88,98.6429,0.47433,16.831,0.54059,0,0,0,0,0,13.3002,0,0.0002774,0.0002774,0.0002774
89,100.072,1.03148,1.17456,1.00009,0,0,0,0,0,13.3002,0,0.0002576,0.0002576,0.0002576
90,101.638,0.95957,0.96915,0.95575,0,0,0,0,0,13.3002,0,0.0002378,0.0002378,0.0002378
91,103.088,0.46489,14.1825,0.50097,0,0,0,0,0,9.99383,0,0.000218,0.000218,0.000218
92,104.476,0.93713,1.39127,0.93645,0,0,0,0,0,9.99383,0,0.0001982,0.0001982,0.0001982
93,105.767,0.50354,10.7795,0.53323,0,0,0,0,0,9.99383,0,0.0001784,0.0001784,0.0001784
94,107.135,0.88247,1.17806,0.97851,0,0,0,0,0,9.99383,0,0.0001586,0.0001586,0.0001586
95,108.461,1.09825,1.30559,0.97928,0,0,0,0,0,9.99383,0,0.0001388,0.0001388,0.0001388
96,109.832,0.81462,0.98642,0.91655,0,0,0,0,0,9.99383,0,0.000119,0.000119,0.000119
97,111.144,0.92687,1.04675,0.96549,0,0,0,0,0,9.99383,0,9.92e-05,9.92e-05,9.92e-05
98,112.354,1.06134,1.57627,0.92386,0,0,0,0,0,9.99383,0,7.94e-05,7.94e-05,7.94e-05
99,113.834,0.86241,1.06945,0.99299,0,0,0,0,0,10.1489,0,5.96e-05,5.96e-05,5.96e-05
100,115.151,1.03827,1.53361,0.8663,0,0,0,0,0,10.1489,0,3.98e-05,3.98e-05,3.98e-05
